transaction_id,expense_date,employee_id,employee_name,department,vendor,expense_category,amount,branch_location,original_fraud,is_anomaly,anomaly_type,risk_score,Unnamed: 0
TXN00473,2020-02-02 20:06:41,EMP0880,Monique Martin,Bilgi Teknolojileri,Schulist Ltd,Temsil & Ağırlama,3.84,"Ratcliff, TX",0,False,,0.0,981031
TXN00474,2019-12-24 17:53:31,EMP0372,Richard Vance,Tasarım & Kreatif,Padberg-Rogahn,Etkinlik & Organizasyon,57.89,"Zavalla, TX",0,False,,0.0,892569
TXN00475,2019-04-13 04:31:38,EMP0302,Christopher Miller,Danışmanlık,Nader-Heller,Diğer,1.3,"Varnell, GA",0,False,,0.0,199663
TXN00476,2019-03-10 20:33:20,EMP0084,Alicia Miller,Genel,Leannon-Ward,Temsil & Ağırlama,238.08,"Randolph, MN",0,False,,0.0,125431
TXN00477,2019-12-26 07:25:57,EMP0300,Zachary Allen,Satış & Pazarlama,Stoltenberg-Beatty,Ofis Malzemesi,5.36,"Ollie, IA",0,False,,0.0,897595
TXN00478,2019-07-13 07:04:52,EMP0528,Larry Williams,Genel,"Mosciski, Gislason And Mertz",Ofis Malzemesi,107.35,"Scarborough, ME",0,False,,0.0,433001
TXN00479,2019-10-20 17:33:45,EMP0297,Craig Franco,Genel,Connelly Plc,Temsil & Ağırlama,61.86,"Smithfield, IL",0,False,,0.0,688191
TXN00480,2020-05-11 14:30:33,EMP0072,Robert Martinez,Eğitim,"Cronin, Kshlerin And Weber",Sağlık & Spor,42.58,"Pueblo, CO",0,False,,0.0,1188354
TXN00481,2019-07-20 17:37:19,EMP0574,Rachel Villarreal,Genel,Lynch Ltd,Ofis Malzemesi,7.47,"University, MS",0,False,,0.0,453904
TXN00482,2020-03-02 03:27:20,EMP0089,Christie Williamson,Bilgi Teknolojileri,Cole Plc,Ofis Malzemesi,102.39,"Avoca, IA",0,False,,0.0,1027897
TXN00483,2020-06-06 19:39:47,EMP0220,Jessica Perez,Bilgi Teknolojileri,"Bins, Balistreri And Beatty",Ofis Malzemesi,1.08,"Superior, AZ",0,False,,0.0,1255023
TXN00484,2019-05-14 02:00:00,EMP0294,Kayla Sutton,Sağlık,Stamm-Rodriguez,Diğer,1.18,"Carlotta, CA",0,False,,0.0,271507
TXN00485,2019-05-21 17:12:54,EMP0924,Mary Myers,Ar-Ge,O'Connell-Ullrich,Ekipman & Donanım,67.53,"Tiptonville, TN",0,False,,0.0,288127
TXN00486,2019-09-29 21:30:22,EMP0010,Corey Jones,Operasyon & Lojistik,White And Sons,Ekipman & Donanım,82.53,"West Decatur, PA",0,False,,0.0,641106
TXN00487,2019-10-12 10:50:46,EMP0907,Stanley Mayo,Yönetim,"Boehm, Predovic And Reinger",Diğer,32.53,"Fiddletown, CA",0,False,,0.0,668451
TXN00488,2019-08-24 21:26:17,EMP0790,Valerie Davis,Bilgi Teknolojileri,"Schroeder, Hauck And Treutel",Etkinlik & Organizasyon,1.38,"Drakes Branch, VA",0,False,,0.0,553673
TXN00489,2019-07-10 01:36:27,EMP0091,James Leon,Sağlık,"Schultz, Simonis And Little",Ofis Malzemesi,67.43,"Alexandria, VA",0,False,,0.0,425570
TXN00490,2020-06-06 12:55:26,EMP0041,Stephanie Gill,Eğitim,Beier And Sons,Ekipman & Donanım,5.5,"Orient, WA",0,False,,0.0,1254226
TXN00491,2020-05-28 23:47:02,EMP0131,Matthew Sanchez,Operasyon & Lojistik,Buckridge Plc,Diğer,6.8,"Moss Point, MS",1,False,,0.0,1230882
TXN00492,2020-01-05 22:40:44,EMP0141,Michael Johnson,Genel,Botsford Plc,Ekipman & Donanım,80.16,"Norwalk, CA",0,False,,0.0,933241
TXN00493,2019-01-27 20:23:13,EMP0461,Francisco Kemp,Genel,"Runolfsdottir, Mueller And Hand",Etkinlik & Organizasyon,44.6,"Arnold, MO",0,False,,0.0,45060
TXN00494,2019-09-01 22:37:23,EMP0599,David Miller,Genel,Dickinson Ltd,Diğer,4.44,"Hancock, MD",0,False,,0.0,577804
TXN00495,2019-04-29 09:08:57,EMP0460,James Cooper,Operasyon & Lojistik,"Eichmann, Bogan And Rodriguez",Ulaşım,79.34,"Huntsville, AL",0,False,,0.0,237635
TXN00496,2020-02-03 23:11:53,EMP0154,Allison Ayala,Genel,Wilkinson Ltd,Etkinlik & Organizasyon,46.59,"Fort Myers, FL",0,False,,0.0,983717
TXN00497,2019-09-18 13:19:50,EMP0156,Kathleen Thompson,Genel,Swift Plc,Diğer,35.54,"Naples, FL",0,False,,0.0,615084
TXN00498,2019-12-02 21:06:20,EMP0829,Joshua Cohen,Genel,Thompson-Gleason,Sağlık & Spor,73.96,"Brooklin, ME",0,False,,0.0,795300
TXN00499,2019-04-23 15:29:24,EMP0227,Candice Brown,Genel,Marvin-Lind,Diğer,106.7,"O Brien, TX",0,False,,0.0,224814
TXN00500,2019-11-02 16:44:00,EMP0804,Martin Duarte,Sağlık,Padberg-Welch,Ofis Malzemesi,362.92,"Luzerne, MI",1,False,,0.0,716906
